CustomerKey,Gender,Name,City,State,Country,Continent,Birthday
198019,Male,"Marcus Forsyth",MANNUM,"South Australia",Australia,Australia,"1961-04-05 00:00:00"
198128,Female,"Amelia Guy",RAWSON,Victoria,Australia,Australia,"1974-10-10 00:00:00"
198616,Female,"Mary Leal","CLEAR ISLAND WATERS",Queensland,Australia,Australia,"1987-11-14 00:00:00"
198627,Male,"Aidan Grimley",WITHERS,"Western Australia",Australia,Australia,"1952-02-23 00:00:00"
198667,Male,"Harrison Cranswick",MARRACOONDA,"Western Australia",Australia,Australia,"1968-12-13 00:00:00"
198716,Male,"Alex Macdowell","DRY CREEK","South Australia",Australia,Australia,"1992-11-13 00:00:00"
198819,Female,"Hayley Higgins",PANORAMA,"South Australia",Australia,Australia,"1947-04-08 00:00:00"
199016,Female,"Isabelle Mussen",BULLYARD,Queensland,Australia,Australia,"1979-06-21 00:00:00"
199120,Female,"Kayla Niven","BROOKSIDE CENTRE",Queensland,Australia,Australia,"1977-11-17 00:00:00"
199251,Male,"Connor Cani",WESTONIA,"Western Australia",Australia,Australia,"1973-05-31 00:00:00"
199288,Female,"Madison Hartung","TOLMANS HILL",Tasmania,Australia,Australia,"1955-09-20 00:00:00"
199409,Female,"Zara Wentworth-Shields",CARPENDALE,Queensland,Australia,Australia,"1992-04-08 00:00:00"
199538,Female,"Summer Jefferies","LANSELL PLAZA",Victoria,Australia,Australia,"1951-06-15 00:00:00"
199559,Male,"Jordan Proctor",KATHERINE,"Northern Territory",Australia,Australia,"1947-08-23 00:00:00"
199641,Male,"Lachlan Dennis",DALBEG,Queensland,Australia,Australia,"1953-12-10 00:00:00"
200079,Male,"Alex Barlow","New Westminster","British Columbia",Canada,"North America","1986-07-09 00:00:00"
200208,Female,"Sophie Fagan",Montreal,Quebec,Canada,"North America","1962-09-17 00:00:00"
200370,Male,"Paul Maurice",Montreal,Quebec,Canada,"North America","1987-10-07 00:00:00"
200631,Female,"Velma Meier",Montreal,Quebec,Canada,"North America","1968-03-14 00:00:00"
200688,Male,"John Waddle","Port Hardy","British Columbia",Canada,"North America","1969-10-28 00:00:00"
200727,Male,"Joe Demoss","Trois Rivieres",Quebec,Canada,"North America","1956-08-27 00:00:00"
200751,Female,"Denise Nazario",Montreal,Quebec,Canada,"North America","1946-07-16 00:00:00"
200765,Male,"Dennis Hull","Cluculz Lake","British Columbia",Canada,"North America","1998-02-02 00:00:00"
200786,Male,"William McDonald","Fort Nelson","British Columbia",Canada,"North America","1970-08-08 00:00:00"
200860,Female,"Debra Reyes",Mission,"British Columbia",Canada,"North America","1980-09-01 00:00:00"
200903,Female,"Pamella Gordon",Toronto,Ontario,Canada,"North America","1987-01-24 00:00:00"
200992,Male,"Perry Maclennan",Victoria,"British Columbia",Canada,"North America","1974-03-29 00:00:00"
201086,Male,"Gerald Tran",Rosseau,Ontario,Canada,"North America","1998-03-11 00:00:00"
201299,Male,"Jesus Boyd",Montreal,Quebec,Canada,"North America","1957-12-01 00:00:00"
201664,Male,"Nathan Hall",Cochrane,Alberta,Canada,"North America","1949-11-22 00:00:00"
201709,Female,"Cora Nelson",Montreal,Quebec,Canada,"North America","1963-08-13 00:00:00"
201728,Female,"Janet Bowling",Toronto,Ontario,Canada,"North America","1962-12-02 00:00:00"
201832,Male,"Robert Knoll","Fort Mcmurray",Alberta,Canada,"North America","1990-10-05 00:00:00"
201865,Female,"Cindy Souza",Toronto,Ontario,Canada,"North America","1954-05-16 00:00:00"
202220,Female,"Helen Martin",Calgary,Alberta,Canada,"North America","1942-06-20 00:00:00"
202290,Female,"Mildred Davis",Thornhill,Ontario,Canada,"North America","2000-10-13 00:00:00"
202552,Female,"Georgina McInnis",Watford,Ontario,Canada,"North America","1939-02-21 00:00:00"
202578,Female,"Wendy Wilson",Brownvale,Alberta,Canada,"North America","2001-11-03 00:00:00"
202626,Male,"Chet Hurley",Toronto,Ontario,Canada,"North America","1957-02-12 00:00:00"
202929,Male,"Christopher Alfaro",Vancouver,"British Columbia",Canada,"North America","1991-07-20 00:00:00"
203076,Male,"Mark Burton",Hamilton,Ontario,Canada,"North America","1937-11-20 00:00:00"
203191,Male,"Derek Ditto",Chapleau,Ontario,Canada,"North America","1999-12-14 00:00:00"
203708,Female,"Maria Lindberg","Owen Sound",Ontario,Canada,"North America","1966-08-29 00:00:00"
203836,Female,"Lucille Jackson",Legal,Alberta,Canada,"North America","1943-01-27 00:00:00"
203863,Male,"Lance Morales",Edmonton,Alberta,Canada,"North America","1949-10-06 00:00:00"
203916,Male,"Robert Dearing",Vancouver,"British Columbia",Canada,"North America","1957-01-09 00:00:00"
203957,Female,"Katherine Brown","Musquodoboit Harbour","Nova Scotia",Canada,"North America","1942-11-16 00:00:00"
204030,Male,"Billy Caldwell",Buchanan,Saskatchewan,Canada,"North America","1994-09-23 00:00:00"
204136,Female,"Helen Williams",Burnaby,"British Columbia",Canada,"North America","1995-07-08 00:00:00"
204149,Male,"Jonathon Moore",Paris,Ontario,Canada,"North America","1943-05-20 00:00:00"
204378,Male,"William Johnson",Vancouver,"British Columbia",Canada,"North America","1990-12-15 00:00:00"
204419,Male,"Ted Camden","Owen Sound",Ontario,Canada,"North America","1995-01-08 00:00:00"
204488,Female,"Diana Scheid",Toronto,Ontario,Canada,"North America","1950-09-13 00:00:00"
204502,Male,"Bert Smith","St Camille De Bellechasse",Quebec,Canada,"North America","1945-01-13 00:00:00"
204556,Female,"Darlene Watson",Toronto,Ontario,Canada,"North America","1984-03-19 00:00:00"
204792,Male,"Jamie Barbera",Chatham,Ontario,Canada,"North America","1989-11-07 00:00:00"
205035,Male,"Thomas Gonzalez",Cranbrook,"British Columbia",Canada,"North America","1965-10-28 00:00:00"
205077,Female,"Kathryn Mills",Vancouver,"British Columbia",Canada,"North America","1974-12-04 00:00:00"
205194,Male,"Angelo Allison",Kitchener,Ontario,Canada,"North America","1972-05-06 00:00:00"
205333,Female,"Judith Lutz",Shawville,Quebec,Canada,"North America","1987-10-31 00:00:00"
205476,Female,"Martha Edwards",Arviat,Nunavut,Canada,"North America","1950-03-21 00:00:00"
205480,Male,"Donald Sadler","New Westminster","British Columbia",Canada,"North America","1976-05-13 00:00:00"
205510,Female,"Stephanie Lemaire",Boyle,Alberta,Canada,"North America","1939-05-02 00:00:00"
205762,Female,"Lenora Wong",KINGSTON,Ontario,Canada,"North America","1990-05-08 00:00:00"
205862,Male,"Thomas Marshall",Toronto,Ontario,Canada,"North America","1998-08-06 00:00:00"
205955,Female,"Debbie Schroeder","Qualicum Beach","British Columbia",Canada,"North America","1988-02-29 00:00:00"
206055,Male,"Stanley Evers",Kelowna,"British Columbia",Canada,"North America","1972-05-08 00:00:00"
206133,Male,"Pat Perry",Toronto,Ontario,Canada,"North America","1986-05-20 00:00:00"
206185,Female,"Norma Herman",Kensington,"Prince Edward Island",Canada,"North America","2001-10-17 00:00:00"
206369,Female,"Eva Saunders",Bromont,Quebec,Canada,"North America","1986-08-06 00:00:00"
206407,Male,"Joel Burgess",Victoria,"British Columbia",Canada,"North America","1946-10-15 00:00:00"
206450,Female,"Sue Devlin",Brantford,Ontario,Canada,"North America","1942-01-02 00:00:00"
206717,Male,"Robert Hannah",Cranbrook,"British Columbia",Canada,"North America","1997-06-01 00:00:00"
206956,Male,"Edwin McCoy","Port Loring",Ontario,Canada,"North America","1973-11-17 00:00:00"
207200,Male,"Joel Tobias",Espanola,Ontario,Canada,"North America","1954-11-04 00:00:00"
207476,Male,"Alex Stringfellow",Rutland,"British Columbia",Canada,"North America","2000-07-14 00:00:00"
207552,Female,"Amber Jenkins",Edmonton,Alberta,Canada,"North America","1969-04-01 00:00:00"
207775,Male,"Antonio Lancaster",Montreal,Quebec,Canada,"North America","1962-12-26 00:00:00"
207855,Male,"Manuel Holland",Toronto,Ontario,Canada,"North America","1998-11-21 00:00:00"
207996,Male,"Robert Lloyd",Stayner,Ontario,Canada,"North America","1949-02-19 00:00:00"
208037,Male,"Jeff Allen",Calgary,Alberta,Canada,"North America","1946-01-26 00:00:00"
208195,Female,"Jill Schwan",Edmonton,Alberta,Canada,"North America","1980-12-25 00:00:00"
208556,Male,"Bernard Fenske",Albanel,Quebec,Canada,"North America","1979-08-14 00:00:00"
208682,Female,"Rebecca Smith",Toronto,Ontario,Canada,"North America","1958-10-11 00:00:00"
208720,Female,"Mary Elliott",Collingwood,Ontario,Canada,"North America","1992-09-11 00:00:00"
208825,Female,"Annie Kruger","North Vancouver","British Columbia",Canada,"North America","1957-02-07 00:00:00"
208987,Male,"Jonathan Smith","Williams Lake","British Columbia",Canada,"North America","1987-06-13 00:00:00"
209171,Female,"Rosalyn Edwards",Vernon,"British Columbia",Canada,"North America","1974-07-14 00:00:00"
209360,Female,"Virgina Gaston",Toronto,Ontario,Canada,"North America","1949-08-28 00:00:00"
209529,Male,"Darrell Lazo",Neustadt,Ontario,Canada,"North America","1989-12-18 00:00:00"
209628,Female,"Dorothy Thomas","St Jerome",Quebec,Canada,"North America","1984-05-17 00:00:00"
209685,Female,"Carolyn Brandow","Seeleys Bay",Ontario,Canada,"North America","1981-03-09 00:00:00"
209804,Female,"Madalene Mullins",Whistler,"British Columbia",Canada,"North America","1965-12-11 00:00:00"
209872,Female,"Harriet Matthews","Ste Anne Des Monts",Quebec,Canada,"North America","1977-12-08 00:00:00"
209875,Male,"Timmy Hartsell","Ville Marie",Quebec,Canada,"North America","1939-03-23 00:00:00"
209922,Male,"Lee Compton",Kamloops,"British Columbia",Canada,"North America","1957-02-16 00:00:00"
209990,Male,"Brandon Loyd",Norwich,Ontario,Canada,"North America","1975-12-23 00:00:00"
210214,Female,"Patricia Bautista","Owen Sound",Ontario,Canada,"North America","1975-08-02 00:00:00"
210267,Female,"Angela Reid",Petawawa,Ontario,Canada,"North America","1943-11-09 00:00:00"
210310,Male,"Jeremiah Griffiths",KINGSTON,Ontario,Canada,"North America","1942-02-24 00:00:00"
210320,Male,"Steven Davin",Chambord,Quebec,Canada,"North America","1990-06-18 00:00:00"
210469,Male,"Ryan Richards",Malton,Ontario,Canada,"North America","1998-09-15 00:00:00"
210538,Male,"Joe Burton",Calgary,Alberta,Canada,"North America","1951-08-26 00:00:00"
210689,Male,"Douglas Bray",Ottawa,Ontario,Canada,"North America","1967-10-01 00:00:00"
210936,Female,"Rebecca Brothers",Montreal,Quebec,Canada,"North America","1950-06-21 00:00:00"
210959,Male,"Rodney Shea",Winnipeg,Manitoba,Canada,"North America","1971-05-21 00:00:00"
211057,Female,"Katherine Colella",Thornhill,Ontario,Canada,"North America","1971-04-22 00:00:00"
211067,Male,"Milton Reeves",Rimouski,Quebec,Canada,"North America","1988-11-02 00:00:00"
211197,Female,"Violet Spink",Quebec,Quebec,Canada,"North America","1987-04-17 00:00:00"
211214,Female,"Cora Booth",Ottawa,Ontario,Canada,"North America","1953-10-24 00:00:00"
211486,Male,"Willie Brito",Toronto,Ontario,Canada,"North America","1939-06-24 00:00:00"
211740,Female,"Lisa O'Donnell",Quebec,Quebec,Canada,"North America","1951-04-09 00:00:00"
211746,Male,"Matthew Seiler",Calgary,Alberta,Canada,"North America","1947-06-14 00:00:00"
211809,Male,"Alexander Norman",Windsor,Ontario,Canada,"North America","1945-12-03 00:00:00"
211855,Male,"William Fajardo",Toronto,Ontario,Canada,"North America","1957-08-10 00:00:00"
211862,Female,"Robin Rosario",Montreal,Quebec,Canada,"North America","1961-01-31 00:00:00"
211938,Female,"Wanda Hacker",Vancouver,"British Columbia",Canada,"North America","1994-04-16 00:00:00"
211976,Male,"Daniel Miller",Leamington,Ontario,Canada,"North America","1974-02-03 00:00:00"
212119,Female,"Erica May",Victoria,"British Columbia",Canada,"North America","1966-07-28 00:00:00"
212167,Male,"Gary Devault","Thunder Bay",Ontario,Canada,"North America","1987-09-25 00:00:00"
212281,Female,"Lillie Seidl","North Pender Island","British Columbia",Canada,"North America","1953-01-02 00:00:00"
212385,Female,"Magdalen Baldwin",Quebec,Quebec,Canada,"North America","1951-04-08 00:00:00"
212807,Female,"Michelle Schwartz",Calgary,Alberta,Canada,"North America","1993-01-11 00:00:00"
212881,Female,"Doris Coleman",Houston,"British Columbia",Canada,"North America","1959-05-31 00:00:00"
213157,Male,"Thomas Knox","St John's","Newfoundland and Labrador",Canada,"North America","1949-05-10 00:00:00"
213183,Female,"Kim Bowerman",Quebec,Quebec,Canada,"North America","1941-02-14 00:00:00"
213261,Male,"Norman Loy",Toronto,Ontario,Canada,"North America","1977-01-13 00:00:00"
213262,Female,"Mary Ulmer","Bear Canyon",Alberta,Canada,"North America","1957-10-17 00:00:00"
213636,Male,"Peter Yoder",Hardisty,Alberta,Canada,"North America","1983-03-10 00:00:00"
213787,Female,"Linda Hathaway",Quebec,Quebec,Canada,"North America","1939-04-10 00:00:00"
213806,Female,"Patsy Underwood",Toronto,Ontario,Canada,"North America","1937-12-12 00:00:00"
213892,Male,"Noel Wright",Gibsons,"British Columbia",Canada,"North America","1948-12-08 00:00:00"
213985,Male,"Marty Torrey",Montreal,Quebec,Canada,"North America","1958-08-19 00:00:00"
214969,Male,"Jeff Sacco",Toronto,Ontario,Canada,"North America","1952-03-13 00:00:00"
215067,Male,"Ronald Cherry","New Westminster","British Columbia",Canada,"North America","1949-12-18 00:00:00"
215139,Male,"Edward Stroman",Tappen,"British Columbia",Canada,"North America","1953-09-20 00:00:00"
215236,Female,"Marlene Blume",Barrie,Ontario,Canada,"North America","1972-08-11 00:00:00"
215309,Male,"Leslie Cosgrove",Toronto,Ontario,Canada,"North America","1994-06-27 00:00:00"
215351,Female,"Charlotte Ford",Brechin,Ontario,Canada,"North America","1999-06-25 00:00:00"
215385,Female,"Cindy Grego","La Sarre",Quebec,Canada,"North America","1941-02-13 00:00:00"
215523,Female,"Rebecca Turpen","St Catharines",Ontario,Canada,"North America","1964-07-02 00:00:00"
215548,Female,"Marie Tripp","Caledon East",Ontario,Canada,"North America","1940-10-27 00:00:00"
215600,Male,"Jeffrey McIntosh",Vancouver,"British Columbia",Canada,"North America","1981-12-09 00:00:00"
215613,Female,"Valery Prim",Toronto,Ontario,Canada,"North America","1985-08-12 00:00:00"
215852,Female,"Amber Diaz",Barraute,Quebec,Canada,"North America","2001-05-08 00:00:00"
215878,Male,"David Hill",Streetsville,Ontario,Canada,"North America","1993-05-02 00:00:00"
215895,Female,"Louise Leffel",Vancouver,"British Columbia",Canada,"North America","1974-06-17 00:00:00"
215948,Male,"Fredrick Davis",Pembroke,Ontario,Canada,"North America","1956-06-09 00:00:00"
215955,Female,"Rita Carr",Joliette,Quebec,Canada,"North America","1991-07-25 00:00:00"
216267,Male,"Jerry Tran",Quebec,Quebec,Canada,"North America","1966-12-29 00:00:00"
216372,Female,"Patti Billings",Quebec,Quebec,Canada,"North America","1942-11-13 00:00:00"
216389,Male,"Herbert Marquez",Tagish,Yukon,Canada,"North America","1941-08-31 00:00:00"
216458,Female,"Dorothy Fox",Haney,"British Columbia",Canada,"North America","1975-11-29 00:00:00"
216550,Male,"William Palacios",Finch,Ontario,Canada,"North America","1963-05-29 00:00:00"
216767,Female,"Tamela Teague",London,Ontario,Canada,"North America","1995-06-17 00:00:00"
216806,Female,"Kathleen Wilson",Toronto,Ontario,Canada,"North America","1946-12-25 00:00:00"
216812,Male,"Beau Christie","Thunder Bay",Ontario,Canada,"North America","1937-02-06 00:00:00"
217000,Female,"Leah Price",Toronto,Ontario,Canada,"North America","1973-01-18 00:00:00"
217020,Female,"Theresa Williams",Chicoutimi,Quebec,Canada,"North America","1948-04-26 00:00:00"
217102,Male,"Robert Wheeler",Toronto,Ontario,Canada,"North America","1950-05-21 00:00:00"
217405,Female,"Florence Beasley","St Catharines",Ontario,Canada,"North America","1954-07-05 00:00:00"
217424,Male,"John Ross","Cap Chat",Quebec,Canada,"North America","1937-04-14 00:00:00"
217725,Male,"Robert Newsome",Montreal,Quebec,Canada,"North America","1952-12-06 00:00:00"
217762,Female,"Mellisa Segal",Bredenbury,Saskatchewan,Canada,"North America","1982-02-18 00:00:00"
217859,Female,"Shanon Spencer",Toronto,Ontario,Canada,"North America","1956-04-29 00:00:00"
217910,Male,"Arthur Messina",Contrecoeur,Quebec,Canada,"North America","1979-12-08 00:00:00"
218186,Male,"Joseph Lilley",Toronto,Ontario,Canada,"North America","1980-11-21 00:00:00"
218278,Female,"Cheryl Hess",Ottawa,Ontario,Canada,"North America","1968-12-01 00:00:00"
218298,Male,"Gary Addington",Gibbons,Alberta,Canada,"North America","1951-11-08 00:00:00"
218530,Female,"Doreen Golla",Calgary,Alberta,Canada,"North America","1983-05-12 00:00:00"
218565,Male,"Antonio Balderas",Smithers,"British Columbia",Canada,"North America","1967-02-05 00:00:00"
218678,Male,"Howard Leong",Toronto,Ontario,Canada,"North America","1995-07-27 00:00:00"
218961,Male,"Frank Storer",Kitchener,Ontario,Canada,"North America","1973-07-12 00:00:00"
219073,Female,"Jewel Shaw",Malton,Ontario,Canada,"North America","1944-08-16 00:00:00"
219098,Male,"John Beavers","Port Mcneill","British Columbia",Canada,"North America","1969-05-27 00:00:00"
219394,Female,"Tracey James",Thornhill,Ontario,Canada,"North America","1996-10-14 00:00:00"
219411,Male,"Jeffery Hale","Grand Centre",Alberta,Canada,"North America","1997-11-15 00:00:00"
219561,Female,"Lourdes Tenney",Longueuil,Quebec,Canada,"North America","1995-10-10 00:00:00"
219940,Female,"Vicky Cramer",Vernon,"British Columbia",Canada,"North America","1956-05-09 00:00:00"
219959,Female,"Clara Hall",Stayner,Ontario,Canada,"North America","1941-09-09 00:00:00"
220034,Male,"Gary Garvey",Burlington,Ontario,Canada,"North America","1970-02-16 00:00:00"
220324,Female,"Michele Zazueta",Vancouver,"British Columbia",Canada,"North America","1936-11-21 00:00:00"
220411,Female,"Florence Goldstein",Toronto,Ontario,Canada,"North America","1961-04-23 00:00:00"
220463,Female,"Tracey Wenzel",Edmonton,Alberta,Canada,"North America","1947-05-08 00:00:00"
220519,Female,"Jodi Hernandez",Toronto,Ontario,Canada,"North America","2001-11-26 00:00:00"
220543,Female,"Amanda Jones",Toronto,Ontario,Canada,"North America","1967-06-01 00:00:00"
220612,Male,"Manuel Reed",Middleton,"Nova Scotia",Canada,"North America","1966-11-07 00:00:00"
220723,Male,"James Albee",Whitecourt,Alberta,Canada,"North America","1995-06-21 00:00:00"
220755,Male,"Stuart Stanley",Kitchener,Ontario,Canada,"North America","1974-12-07 00:00:00"
220756,Female,"Patty Rush","South Pickering",Ontario,Canada,"North America","1937-07-25 00:00:00"
220775,Female,"Amber Quinn","North Pender Island","British Columbia",Canada,"North America","1974-10-02 00:00:00"
220902,Male,"Archie Wilson",Laval,Quebec,Canada,"North America","1941-04-21 00:00:00"
221062,Male,"George Gray",Kitchener,Ontario,Canada,"North America","1962-08-17 00:00:00"
221326,Male,"William Speier",Edmonton,Alberta,Canada,"North America","1942-12-20 00:00:00"
221410,Male,"Darrell Cheatham","Ajax Pickering",Ontario,Canada,"North America","1995-03-20 00:00:00"
221602,Female,"Rebecca Johnson",Calgary,Alberta,Canada,"North America","1977-05-01 00:00:00"
221684,Female,"Tiffany Spears",Bonaventure,Quebec,Canada,"North America","1947-01-05 00:00:00"
221851,Male,"Trevor Speirs","St Jerome",Quebec,Canada,"North America","1977-10-17 00:00:00"
221924,Female,"Aimee Pemberton",Evansburg,Alberta,Canada,"North America","1955-01-05 00:00:00"
222287,Female,"Sharon Billings",Kamloops,"British Columbia",Canada,"North America","1954-07-04 00:00:00"
222512,Male,"Levi Nelson",Bonaventure,Quebec,Canada,"North America","1962-07-25 00:00:00"
222611,Male,"John Wooden",Oakville,Ontario,Canada,"North America","1961-07-20 00:00:00"
222617,Male,"Michael Nelson",Quebec,Quebec,Canada,"North America","1958-05-02 00:00:00"
222659,Male,"Tobias Spellman",Auburn,Ontario,Canada,"North America","2000-06-13 00:00:00"
222847,Male,"Leo Pratt","Crowsnest Pass",Alberta,Canada,"North America","1973-02-25 00:00:00"
222999,Female,"Marva Silvestre",Vancouver,"British Columbia",Canada,"North America","1953-07-30 00:00:00"
223081,Female,"Carolyn Garrett",Milton,Ontario,Canada,"North America","1987-05-08 00:00:00"
223142,Male,"James Gray",Toronto,Ontario,Canada,"North America","1961-06-29 00:00:00"
223555,Female,"Frances Poole",Canmore,Alberta,Canada,"North America","1998-05-29 00:00:00"
223761,Male,"Bruno William","Fort Mcmurray",Alberta,Canada,"North America","1954-01-07 00:00:00"
223904,Female,"Sanjuana Harkness",Toronto,Ontario,Canada,"North America","1945-05-19 00:00:00"
224035,Male,"Luke Lever",Cochrane,Alberta,Canada,"North America","1976-03-10 00:00:00"
224111,Female,"Irene Cardoza",Montreal,Quebec,Canada,"North America","1977-10-14 00:00:00"
224376,Male,"Ronald Rey",Quebec,Quebec,Canada,"North America","1977-01-04 00:00:00"
224398,Female,"Maria Leon",Marathon,Ontario,Canada,"North America","1989-03-19 00:00:00"
224416,Female,"Debra Murray",Montreal,Quebec,Canada,"North America","1969-08-23 00:00:00"
224418,Female,"Jessica Napier",Contrecoeur,Quebec,Canada,"North America","1990-10-05 00:00:00"
224434,Female,"Ora Cousins",Lacorne,Quebec,Canada,"North America","1968-11-02 00:00:00"
224535,Male,"Odell Dennis",Calgary,Alberta,Canada,"North America","1954-01-26 00:00:00"
224588,Female,"Margaret Sims",Wingham,Ontario,Canada,"North America","1971-07-02 00:00:00"
225285,Male,"Doug Anderson","Fulford Harbour","British Columbia",Canada,"North America","1950-08-16 00:00:00"
225593,Female,"Josephine Gregg","Grande Prairie",Alberta,Canada,"North America","1986-01-03 00:00:00"
225634,Female,"Dawn Wagaman",Chilliwack,"British Columbia",Canada,"North America","1954-12-21 00:00:00"
225768,Male,"Paul Towle",Cornwall,Ontario,Canada,"North America","1944-08-30 00:00:00"
226013,Male,"Pablo Olmos",Ottawa,Ontario,Canada,"North America","1955-08-10 00:00:00"
226220,Male,"Monty Harris",Ottawa,Ontario,Canada,"North America","1992-11-02 00:00:00"
226367,Male,"Sam Martin",Galahad,Alberta,Canada,"North America","1991-09-15 00:00:00"
226576,Male,"Anthony Cox",Windsor,Ontario,Canada,"North America","1952-10-20 00:00:00"
226740,Male,"David Hayes",Sidney,"British Columbia",Canada,"North America","1986-11-17 00:00:00"
226833,Male,"Darryl Gibson",Regina,Saskatchewan,Canada,"North America","1990-02-18 00:00:00"
227116,Male,"Steven Meier",Unionville,Ontario,Canada,"North America","1955-07-18 00:00:00"
227281,Male,"Mark Ratcliff",Langley,"British Columbia",Canada,"North America","1964-09-10 00:00:00"
227338,Female,"Ida Moore",Edmonton,Alberta,Canada,"North America","1977-10-31 00:00:00"
227416,Male,"Michael Hicks","Red Deer",Alberta,Canada,"North America","2000-07-23 00:00:00"
227564,Male,"Sean Clements",Rolphton,Ontario,Canada,"North America","1976-02-27 00:00:00"
227565,Male,"John Pointer",Toronto,Ontario,Canada,"North America","1971-08-09 00:00:00"
227646,Male,"Leroy Flatt",Quebec,Quebec,Canada,"North America","1939-07-31 00:00:00"
227654,Male,"Glenn Brown",Sudbury,Ontario,Canada,"North America","1958-04-27 00:00:00"
227656,Female,"Elizabeth Landers",Sherbrooke,Quebec,Canada,"North America","1997-04-09 00:00:00"
227898,Male,"Michael Marks",Brock,Saskatchewan,Canada,"North America","1976-01-08 00:00:00"
227946,Female,"Kim Lee",Sherbrooke,Quebec,Canada,"North America","1998-03-27 00:00:00"
228402,Female,"Lenora Barrett",Victoria,"British Columbia",Canada,"North America","1971-06-22 00:00:00"
228413,Male,"Brian Alderman",Guelph,Ontario,Canada,"North America","1954-05-15 00:00:00"
228792,Female,"Judy Young",Edmonton,Alberta,Canada,"North America","1946-12-14 00:00:00"
228850,Male,"James McCauley",Ottawa,Ontario,Canada,"North America","1937-12-24 00:00:00"
229084,Male,"Philip Dotson",Toronto,Ontario,Canada,"North America","1994-04-22 00:00:00"
229104,Female,"Melissa Barrera","Haines Junction",Yukon,Canada,"North America","1966-01-03 00:00:00"
229136,Male,"Charles Molina",Montreal,Quebec,Canada,"North America","1947-11-25 00:00:00"
229251,Male,"Douglas Williams","Port Elgin",Ontario,Canada,"North America","1970-01-17 00:00:00"
229286,Female,"Annamarie Rodriguez",STAVELY,Alberta,Canada,"North America","1980-12-10 00:00:00"
229582,Male,"Peter Price",Saskatoon,Saskatchewan,Canada,"North America","1945-10-29 00:00:00"
229838,Female,"Annette Martinez",Edmonton,Alberta,Canada,"North America","1980-04-03 00:00:00"
229939,Female,"Kathleen Curtis",Pikangikum,Ontario,Canada,"North America","1957-04-27 00:00:00"
229949,Male,"Brian Watson",Calgary,Alberta,Canada,"North America","1955-07-22 00:00:00"
229987,Female,"Kristina Callahan",Brooks,Alberta,Canada,"North America","1953-01-05 00:00:00"
230391,Female,"Cynthia Kerlin",Stayner,Ontario,Canada,"North America","1942-09-06 00:00:00"
230405,Male,"Jeff Collins",Cadillac,Saskatchewan,Canada,"North America","1991-07-25 00:00:00"
230457,Male,"Andrew Lachapelle",Glencoe,Ontario,Canada,"North America","1992-04-26 00:00:00"
230521,Male,"Melvin Cameron",Langley,"British Columbia",Canada,"North America","1947-05-08 00:00:00"
230598,Male,"Thomas Bates",Toronto,Ontario,Canada,"North America","1940-03-02 00:00:00"
230779,Female,"Phyllis Studdard",London,Ontario,Canada,"North America","1958-11-26 00:00:00"
231898,Male,"Robert Embree",Calgary,Alberta,Canada,"North America","1968-12-17 00:00:00"
231984,Female,"Kathryn Williams",Calgary,Alberta,Canada,"North America","1954-12-26 00:00:00"
231997,Female,"Harriet Ford","Port Mcneill","British Columbia",Canada,"North America","1960-10-04 00:00:00"
232195,Male,"Michael Thompson",Toronto,Ontario,Canada,"North America","1993-07-04 00:00:00"
232586,Female,"Christine Coppin","New Westminster","British Columbia",Canada,"North America","1961-06-18 00:00:00"
232588,Female,"Nancy Fraser",Montreal,Quebec,Canada,"North America","1984-01-16 00:00:00"
232740,Female,"Debra Moses",Montreal,Quebec,Canada,"North America","1984-05-05 00:00:00"
232998,Female,"Beulah Potts",Toronto,Ontario,Canada,"North America","1982-04-02 00:00:00"
233477,Female,"Martha Hamilton",Calgary,Alberta,Canada,"North America","2001-07-21 00:00:00"
233565,Female,"Marilyn Harper",Windsor,Ontario,Canada,"North America","1989-04-24 00:00:00"
233567,Female,"Blanca Gonyea",Quyon,Quebec,Canada,"North America","1971-08-12 00:00:00"
233643,Female,"Latisha Paschal",Calgary,Alberta,Canada,"North America","1962-06-13 00:00:00"
233698,Female,"Trudy Riley",Vancouver,"British Columbia",Canada,"North America","2001-03-22 00:00:00"
233728,Male,"Steven Stanhope",Toronto,Ontario,Canada,"North America","1999-01-26 00:00:00"
233855,Male,"Donald Smith",Spencerville,Ontario,Canada,"North America","1947-03-08 00:00:00"
233904,Male,"William Bradley",Burlington,Ontario,Canada,"North America","1952-09-25 00:00:00"
234326,Male,"Steven James",Haliburton,Ontario,Canada,"North America","1962-07-03 00:00:00"
234493,Male,"Harold Gonzalez",Montreal,Quebec,Canada,"North America","1989-06-17 00:00:00"
234620,Male,"Daniel Braunstein",Galahad,Alberta,Canada,"North America","1941-11-06 00:00:00"
234648,Female,"Kim Contreras",Regina,Saskatchewan,Canada,"North America","1995-10-18 00:00:00"
234726,Female,"Rebecca Carl",Burnaby,"British Columbia",Canada,"North America","1938-09-19 00:00:00"
235050,Male,"James Webster",Guelph,Ontario,Canada,"North America","1973-10-04 00:00:00"
235093,Female,"Isabella Pickett",Montreal,Quebec,Canada,"North America","1956-03-13 00:00:00"
235116,Male,"Nathan Valentine",Etobicoke,Ontario,Canada,"North America","1952-08-23 00:00:00"
235133,Female,"Tamela Moran",Toronto,Ontario,Canada,"North America","1955-05-29 00:00:00"
